published_at,available_at,broker,ticker,recommendation,target_price_min,target_price_max,currency,source_url,notes
2026-04-22,2026-04-22,Credicorp Capital,CENCOMALLS,Comprar,,,,,"Histórico validado, página 417"
2026-04-22,2026-04-22,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 417"
2026-04-22,2026-04-22,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 417"
2026-04-29,2026-04-29,Credicorp Capital,ENELCHILE,Mantener,,,,,"Histórico validado, página 416"
2026-04-30,2026-04-30,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 415"
2026-04-30,2026-04-30,Credicorp Capital,ECL,Mantener,,,,,"Histórico validado, página 415"
2026-04-30,2026-04-30,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 415"
2026-05-05,2026-05-05,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 414"
2026-05-06,2026-05-06,Credicorp Capital,CONCHATORO,Mantener,,,,,"Histórico validado, página 414"
2026-05-06,2026-05-06,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 414"
2026-05-06,2026-05-06,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 414"
2026-05-18,2026-05-18,Credicorp Capital,SALFACORP,Mantener,,,,,"Histórico validado, página 411"
2026-05-19,2026-05-19,Credicorp Capital,ANTARCHILE,Mantener,,,,,"Histórico validado, página 411"
2026-05-19,2026-05-19,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 411"
2026-05-22,2026-05-22,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 410"
2026-05-26,2026-05-26,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 410"
2026-05-26,2026-05-26,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 409"
2026-06-01,2026-06-01,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 409"
2026-06-01,2026-06-01,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 409"
2026-06-04,2026-06-04,Credicorp Capital,CAP,Mantener,,,,,"Histórico validado, página 408"
2026-06-18,2026-06-18,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 406"
2026-06-19,2026-06-19,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 405"
2026-06-22,2026-06-22,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 405"
2026-06-24,2026-06-24,Credicorp Capital,ANDINA-B,Mantener,,,,,"Histórico validado, página 405"
2026-06-24,2026-06-24,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 405"
2026-07-01,2026-07-01,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 404"
2026-07-01,2026-07-01,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 404"
2026-07-01,2026-07-01,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 404"
2026-07-01,2026-07-01,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 404"
2026-07-01,2026-07-01,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 404"
2026-07-01,2026-07-01,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 404"
2026-07-02,2026-07-02,Credicorp Capital,CENCOSUD,Mantener,,,,,"Histórico validado, página 403"
2026-07-03,2026-07-03,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 403"
2026-07-03,2026-07-03,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 403"
2026-07-03,2026-07-03,Credicorp Capital,ITAUCL,Mantener,,,,,"Histórico validado, página 403"
2026-07-08,2026-07-08,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 403"
2026-07-09,2026-07-09,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 402"
2026-07-09,2026-07-09,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 402"
2026-07-09,2026-07-09,Credicorp Capital,ITAUCL,Mantener,,,,,"Histórico validado, página 402"
2026-07-09,2026-07-09,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 402"
2026-07-22,2026-07-22,Credicorp Capital,SQM-B,Mantener,82400,82400,CLP,,"Fuente: captura aportada por Rodrigo; precio de referencia CLP 65.350; precio objetivo CLP 82.400; potencial 26,09%"
