date,Sigma-6,Delta-12,IPSA Total Return,Gamma-6,Conjunto AlphaData,Oro
2021-09-07,102.84592110322332,98.98306866233794,105.8455264364303,103.02473235442879,101.78786203102618,102.17840017023596
2021-09-08,102.0552481513016,96.93973691355467,104.53612087408315,104.02176453755612,101.57809591371299,103.24806180131264
2021-09-09,102.19493466376936,98.80519852427761,105.23093673594131,104.86630519422968,102.6305551439587,104.58947009059371
2021-09-10,102.53911701826436,99.66236146290535,106.5861858190709,105.04805262922413,103.06214516599246,104.91796233300482
2021-09-13,102.6992753889739,98.74504464686518,105.0893471118582,104.05039794377349,102.53592792398979,104.57058694283236
2021-09-14,102.16557554159738,98.61688323868668,105.28298823349633,103.70962149714053,102.34749347917705,104.82081512265854
2021-09-15,102.37638298422952,98.68164270304368,105.86606051344744,104.3918777031439,102.38337455314887,104.00774171920028
2021-09-16,102.4537926973374,97.93075243139124,106.62128476466994,103.54484986521948,101.23726129590781,100.92217069768766
2021-09-20,99.12088342470604,93.50920677534764,102.4640892420538,100.95176265516996,98.98428243766965,102.33970859937696
2021-09-21,99.13542583588747,94.1887607884928,102.84778996026895,101.8065904427608,99.6770684212239,103.56947009723696
2021-09-22,100.72189943331216,96.77925920485086,104.67675542481662,102.79998625669917,100.77958108769634,102.75448039889733
2021-09-23,101.0898384534047,96.75309002234023,105.337188646088,104.00197666825534,100.9232160949837,101.79455748935622
2021-09-24,100.17946424587684,96.16665154965662,104.51343788202934,102.44043473130961,100.07450980794377,101.44772369641035
2021-09-27,100.7563862929181,96.91330862904114,103.90505615831296,102.1265736357949,100.62450725077875,102.62494823868529
2021-09-28,100.16930163127024,96.63982346156043,103.22767038508556,98.88491428829728,99.37065886533966,101.66364710350172
2021-09-29,100.28626775352336,97.29285075236432,103.51084963325184,99.77994664357918,99.97831910194293,102.4338776836848
2021-09-30,101.2392251602712,97.93457891529509,104.1648361094132,99.89575060300827,101.07862339178024,105.13206133798688
2021-10-01,100.0521952572316,95.96508729236785,103.30837408312958,101.33463840032522,100.72461987372624,105.49185984913939
2021-10-04,98.318170311931,94.30882982686373,101.30033236552566,98.36949927248737,98.99751591925504,105.00565078007489
2021-10-05,97.311788265563,95.3433537948748,100.90540953545232,100.51199013634577,99.52408995961585,104.87614317171199
2021-10-06,95.56173336383188,93.29370191653202,98.66624006723718,101.55250735809199,99.05693443785422,105.85516133242506
2021-10-07,95.37827301724468,94.40308101014861,98.6036827628362,102.73670610958804,99.5141919201488,105.51087123680206
2021-10-08,96.31596254770736,96.13736134148381,98.98427949266504,102.78528914596016,100.19510271070435,105.45712501687098
2021-10-12,93.81358306671616,94.9332843497696,97.9695140586797,102.24139389592074,99.57986180985061,107.36104583209405
2021-10-13,91.11936040233654,93.25070570951259,95.66229561430318,102.33470000842541,98.90992687250323,109.0797031162126
2021-10-14,89.87687813465203,92.77649812280696,95.42328850855746,103.11373795511815,98.4896483689872,108.31061641430351
2021-10-15,90.80535071698483,92.00297649137904,95.08184978606356,105.92056580436841,99.15759504430133,108.0017869927673
2021-10-18,91.42686570559631,92.25572730677739,95.71601849022004,106.45156419730647,99.37479130187496,107.42984019476128
2021-10-19,91.00102622465012,91.32387468961602,95.38580187958436,106.52300937375782,98.9224208880875,106.91515567551637
2021-10-20,91.82925165671324,91.12880048711902,96.40247746026894,105.20312983647706,98.7633448110563,106.99173756154512
2021-10-21,93.67197534223594,93.45907256891856,96.78235788508556,106.21112657864714,100.16945384523953,107.36578018450082
2021-10-22,94.38257743610885,92.94372451824034,97.52134588936433,106.22576925977108,100.50072139374436,108.54387424000684
2021-10-25,96.65469781406038,94.19773942486204,99.70846386002444,106.27204667735538,101.51225231941022,108.99788819145648
2021-10-26,97.21750791845292,95.15632950850434,101.378887148533,107.1999017414625,101.68319547540437,107.11909949721094
2021-10-27,94.51119884990598,93.34502131773581,98.26892955378972,107.53047446962289,100.57130434762946,106.90007679931905
2021-10-28,94.49581773346766,93.3620546828982,97.8052414425428,108.77181959383019,100.92647779358497,107.06901671520366
2021-10-29,94.24110969374146,93.71147230398762,97.70877903422983,110.04658398688278,101.07296331079286,106.22627620732712
2021-11-02,94.71814103395482,95.97221505081966,100.45461491442542,110.65600299056779,102.221831884096,107.36743861424372
2021-11-03,96.24809290765324,97.10361890574427,102.90748204462103,110.83405467494636,102.80593280071099,106.64407293611362
