source_kind,source_page,source_line,date,ticker,instrument_type,broker,recommendation,score,unified_action,status,issues,raw_text
no_interpretada,376,8,2025-10-14,CHILE,accion_local,Itaú,Superior al mercado,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE ITAU Superior 188,88 144,00 » 168,00 -11,05% 14/10/2025"
no_interpretada,376,10,2025-10-14,MALLPLAZA,accion_local,Itaú,Superior al mercado,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"MallPiaza MALLPLAZA ITAU Superior al 3.905,00 2.340,00 » 2.960,00 -24,20% 14/10/2025"
estructurada,375,23,2025-10-15,BCI,accion_local,Goldman Sachs,Vender,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Banco de Credito e BCI Goldman Sachs Vender 62.802,00 33.170,00 » 33.120,00 -47,26% 15/10/2025"
estructurada,375,16,2025-10-16,BSANTANDER,accion_local,Goldman Sachs,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Santander-Chile (apn) NR Goldman Sachs Neutral 25,00 » 25,00 16/10/2025"
estructurada,375,18,2025-10-16,BSANTANDER,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Santander-Chile fap NER JPMorgan Neutral 28,00 » 30,00 16/10/2025"
estructurada,375,17,2025-10-16,CHILE,accion_local,Goldman Sachs,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE (ADR) Goldman Sachs Neutral 31,00 » 31,00 16/10/2025"
estructurada,375,19,2025-10-16,CHILE,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE(ADR) JPMorgan Neutral 30,00 » 33,00 16/10/2025"
no_interpretada,375,13,2025-10-16,COLBUN,accion_local,Itaú,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Colbin S.A. COLBUN ITaU Igual al mercado 135,60 155,00 » 165,00 21,68% 16/10/2025"
no_interpretada,375,12,2025-10-16,ENELCHILE,accion_local,Itaú,Superior al mercado,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Enel Chile S.A. ENELCHILE ITaU Superior al 82,00 75,00 » 85,00 3.66% 16/10/2025"
estructurada,375,10,2025-10-17,VAPORES,accion_local,Jefferies,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"mos VAPORES Jefferies Comprar 47,20 70,00 » 70,00 48.31% 17/10/2025"
no_interpretada,375,22,2025-10-18,CENCOSUD,accion_local,Itaú,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOSUD ITAU Igual al mercado 2.005,00 3.450,00 » 3.450,00 72.07% 18/10/2025"
estructurada,376,5,2025-10-18,CMPC,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. cmPc JPMorgan Neutral 1.074,00 1.600,00 » 1.400,00 30,35% 18/10/2025"
estructurada,375,7,2025-10-20,CENCOSUD,accion_local,Goldman Sachs,Vender,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOSUD Goldman Sachs —_Vender 2.005,00 1.880,00 » 1.780,00 -11,22% 20/10/2025"
estructurada,375,8,2025-10-20,FALABELLA,accion_local,Goldman Sachs,Vender,-1.0,VENDER,VALIDADA_AUTOMATICA,,"SACL. Falabella FALABELLA Goldman Sachs —_Vender 5.853,00 3.460,00 » 3.640,00 -37,81% 20/10/2025"
estructurada,374,18,2025-10-22,ANDINA-B,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Embotelladora AndinaS.A. ANDINA-B JPMorgan Neutral 4.747,00 4.600,00 » 4.500,00 5.20% 22/10/2025"
estructurada,374,22,2025-10-22,BSANTANDER,accion_local,BICE,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER —BICE Neutral 78,16 57,80 » 57,80 -26,05% 22/10/2025"
estructurada,374,23,2025-10-22,CCU,accion_local,BICE,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"nee vecerias ccu BICE Sobreponderar 5.230,00 6.520,00 » 6.520,00 24,67% 22/10/2025"
estructurada,374,21,2025-10-22,CENCOSUD,accion_local,BICE,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOSUD BICE Sobreponderar 2.005,00 3.772,00 » 3.772,00 88,13% 22/10/2025"
estructurada,374,20,2025-10-22,ECL,accion_local,BICE,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"ECLSA ECL BICE ‘Sobreponderar 1.799,90 1.466,00 » 1.466,00 -18,55% 22/10/2025"
estructurada,374,19,2025-10-22,LTM,accion_local,BICE,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines L™ BICE Sobreponderar 25,40 27,90 » 27,90 9.84% 22/10/2025"
estructurada,374,16,2025-10-23,CENCOMALLS,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"CENCO MALLS CENCOMALLS —Credicorp Capital Mantener 2.249,90 2.250,00 » 2.250,00 0,00% 23/10/2025"
estructurada,374,17,2025-10-23,MALLPLAZA,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"MallPlaza MALLPLAZA Credicorp Capital Mantener 3.905,00 2.550,00 » 2.550,00 -34,70% 23/10/2025"
estructurada,374,15,2025-10-23,PARAUCO,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO Credicorp Capital Mantener 3.968,10 2.600,00 » 2.600,00 -34,48% 23/10/2025"
estructurada,374,9,2025-10-24,BSANTANDER,accion_local,BICE,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER —BICE Neutral 78,16 58,70 » 58,70 -24,90% 24/10/2025"
estructurada,374,12,2025-10-24,ENTEL,accion_local,BTG Pactual,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"eee municonnnes SA. ENTEL BTG Pactual Neutral 3.686,00 3.700,00 » 3.700,00 0,38% 24/10/2025"
estructurada,374,14,2025-10-24,ENTEL,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"St ENTEL JPMorgan Neutral 3.686,00 3.100,00 » 3.100,00 -15,90% 24/10/2025"
estructurada,374,8,2025-10-24,ENTEL,accion_local,SCOTIA,Inferior al mercado,-1.0,VENDER,VALIDADA_AUTOMATICA,,"ne ENTEL SCOTIA Inferior al mercado 3.686,00 1.950,00 » 2.140,00 -41,94% 24/10/2025"
estructurada,374,10,2025-10-24,PARAUCO,accion_local,BICE,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO BICE Neutral 3.968,10 2.755,00 » 2.755,00 -30,57% 24/10/2025"
estructurada,373,16,2025-10-27,COLBUN,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Colbin S.A. COLBUN Credicorp Capital Mantener 135,60 170,00 » 170,00 25,37% 27/10/2025"
estructurada,373,18,2025-10-27,ECL,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"ECLSA ECL Credicorp Capital Comprar 1.799,90 1.430,00 » 1.430,00 -20,55% 27/10/2025"
estructurada,373,15,2025-10-27,PARAUCO,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO Credicorp Capital Mantener 3.968,10 2.600,00 » 2.600,00 -34,48% 27/10/2025"
estructurada,373,12,2025-10-28,BSANTANDER,accion_local,HSBC,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER HSBC Mantener 78,16 62,00 » 62,00 -20,68% 28/10/2025"
no_interpretada,373,13,2025-10-28,CHILE,accion_local,HSBC,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE HSBC Mantener 188,88 142,00 » 142,00 -24,82% 28/10/2025"
estructurada,373,11,2025-10-28,PARAUCO,accion_local,Goldman Sachs,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO Goldman Sachs Neutral 3.968,10 2.025,00 » 2.216,00 -44,15% 28/10/2025"
estructurada,373,10,2025-10-28,QUINENCO,accion_local,Jefferies,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Quifienco S.A. QUINENCO Jefferies Comprar 4.280,00 5.200,00 » 5.200,00 21,50% 28/10/2025"
estructurada,373,8,2025-10-29,CENCOMALLS,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"CENCO MALLS CENCOMALLS — Credicorp Capital Mantener 2.249,90 2.250,00 » 2.250,00 0.00% 29/10/2025"
estructurada,373,9,2025-10-29,FALABELLA,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"SACL. Falabella FALABELLA Credicorp Capital Mantener 5.853,00 6.000,00 » 6.000,00 2.51% 29/10/2025"
estructurada,373,6,2025-10-30,ECL,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"ECLSA ECL Credicorp Capital Comprar 1.799,90 1.430,00 » 1.430,00 -20,55% 30/10/2025"
estructurada,373,5,2025-10-30,FALABELLA,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"SAC. Falabella FALABELLA Credicorp Capital Mantener 5.853,00 6.000,00 » 6.000,00 2.51% 30/10/2025"
estructurada,373,4,2025-10-30,SQM-ADR,adr,DEUTSCHE,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Sociedad Quimica y Minera sqm (ADR) DEUTSCHE Mantener 46,00 » 46,00 30/10/2025"
no_interpretada,372,24,2025-11-03,CHILE,accion_local,Itaú,Superior al mercado,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE ITAU Superior al 188,88 168,00 » 168,00 -11,05% 03/11/2025"
estructurada,372,18,2025-11-04,CMPC,accion_local,Goldman Sachs,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. MPC Goldman Sachs Neutral 1.074,00 1.562,00 » 1.562,00 45.44% 04/11/2025"
estructurada,372,17,2025-11-04,ENTEL,accion_local,BCI,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Bi ee ENTEL BCI Neutral 3.686,00 4.700,00 » 4.700,00 27.51% 04/11/2025"
estructurada,372,15,2025-11-04,ENTEL,accion_local,BTG Pactual,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Taecomuhicaciones SA. ENTEL BTG Pactual Neutral 3.686,00 3.700,00 » 3.700,00 0,38% 04/11/2025"
estructurada,372,13,2025-11-04,ENTEL,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Sa ENTEL Credicorp Capital Mantener 3.686,00 3.700,00 » 3.700,00 0,38% 04/11/2025"
estructurada,372,11,2025-11-04,ENTEL,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"celecomunicaciones SA. ENTEL JPMorgan Neutral 3.686,00 3.100,00 » 3.100,00 -15,90% 04/11/2025"
estructurada,372,9,2025-11-05,MALLPLAZA,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"MallPiaza MALLPLAZA Credicorp Capital Mantener 3.905,00 2.550,00 » 2.550,00 -34,70% 05/11/2025"
estructurada,372,5,2025-11-06,CCU,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Gompaya Cervecerias ccu Credicorp Capital Mantener 5.230,00 6.600,00 » 6.600,00 26,20% 06/11/2025"
estructurada,372,7,2025-11-06,CENCOMALLS,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"CENCO MALLS CENCOMALLS —Credicorp Capital Mantener 2.249,90 2.250,00 » 2.250,00 0,00% 06/11/2025"
estructurada,372,6,2025-11-06,MALLPLAZA,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"MallPlaza MALLPLAZA Credicorp Capital Mantener 3.905,00 2.550,00 » 2.550,00 -34,70% 06/11/2025"
estructurada,372,8,2025-11-06,MALLPLAZA,accion_local,Credicorp Capital,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"MallPlaza MALLPLAZA Credicorp Capital Sobreponderar 3.905,00 3.000,00 » 3.000,00 -23,18% 06/11/2025"
estructurada,371,18,2025-11-07,CENCOSUD,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud S.A CENCOsUD Credicorp Capital Comprar 2.005,00 3.500,00 » 3.500,00 74,56% 07/11/2025"
no_interpretada,371,20,2025-11-07,CENCOSUD,accion_local,Itaú,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOSUD ITAU Igual al mercado 2.005,00 3.450,00 » 3.450,00 72,07% 07/11/2025"
estructurada,371,19,2025-11-07,CENCOSUD,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Cencosud S.A CENCOSUD JPMorgan Neutral 2.005,00 3.250,00 » 3.250,00 62,09% 07/11/2025"
no_interpretada,371,17,2025-11-07,CENCOSUD,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOSUD SCOTIA Igual al mercado 2.005,00 3.500,00 » 3.500,00 74,56% 07/11/2025"
estructurada,371,16,2025-11-07,ITAUCL,accion_local,BANCHILE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco Itai Chile ITAUCL BANCHILE Comprar 20.500,00 15.000,00 » 19.000,00 132% 07/11/2025"
estructurada,371,15,2025-11-07,PARAUCO,accion_local,BANCHILE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO BANCHILE Comprar 3.968,10 3.050,00 -23,14% 07/11/2025"
estructurada,371,13,2025-11-11,SMU,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"SMU S.A. SMU Credicorp Capital Mantener 129,00 200,00 » 200,00 55.04% 11/11/2025"
estructurada,371,8,2025-11-12,FORUS,accion_local,MBI,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Forus SA. FORUS MBI Neutral 1.984,00 2.335,00 17,69% 12/11/2025"
estructurada,370,18,2025-11-13,CHILE,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE Credicorp Capital Mantener 188,88 155,00 » 155,00 -17,94% 13/11/2025"
estructurada,371,7,2025-11-13,ITAUCL,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco Ital Chile ITAUCL Credicorp Capital ‘Comprar 20.500,00 17.000,00 » 17.000,00 -17,07% 13/11/2025"
estructurada,370,14,2025-11-14,AGUAS-A,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Aguas Andinas S.A. AGUAS-A Credicorp Capital Mantener 337,45 400,00 » 400,00 18,54% 14/11/2025"
estructurada,370,10,2025-11-14,COPEC,accion_local,BANCHILE,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas COPEC S.A. COPEC BANCHILE Mantener 6.126,00 7.500,00 22,43% 14/11/2025"
estructurada,370,12,2025-11-14,FALABELLA,accion_local,BICE,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"SACL Falabella FALABELLA BICE Neutral 5.853,00 6.004,00 » 6.004,00 2.58% 14/11/2025"
estructurada,370,17,2025-11-14,FALABELLA,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"SACI. Falabella FALABELLA Credicorp Capital Mantener 5.853,00 6.000,00 » 6.000,00 2.51% 14/11/2025"
estructurada,370,9,2025-11-16,LTM-ADR,adr,DEUTSCHE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines LTM(ADR) DEUTSCHE Comprar 55,00 » 60,00 16/11/2025"
estructurada,369,26,2025-11-18,ENTEL,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Te unicaciones S.A. ENTEL JPMorgan Neutral 3.686,00 3.100,00 » 5.200,00 41,07% 18/11/2025"
estructurada,370,5,2025-11-18,LTM-ADR,adr,BTG Pactual,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines LTM (ADR) BTG Pactual Comprar 58,00 » 58,00 18/11/2025"
estructurada,370,19,2025-11-19,BSANTANDER,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER —Credicorp Capital Mantener 78,16 66,00 » 66,00 -15,56% 19/11/2025"
estructurada,369,24,2025-11-19,LTM,accion_local,Barclays Capital,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines LT™ Barclays Capital Sobreponderar 25,40 55,00 » 60,00 19/11/2025"
estructurada,369,23,2025-11-19,SQM-ADR,adr,Jefferies,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Sechics A. SQM (ADR) Jefferies Mantener 50,00 » 50,00 19/11/2025"
estructurada,369,11,2025-11-20,LTM,accion_local,MBI,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines LT™ MBI ‘Sobreponderar 25,40 26,00 » 28,80 13,39% 20/11/2025"
estructurada,369,16,2025-11-20,PARAUCO,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO Credicorp Capital © Comprar 3.968,10 2.600,00 » 3.100,00 -21,88% 20/11/2025"
estructurada,369,13,2025-11-20,SQM-ADR,adr,DEUTSCHE,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"de Chile S.A. y SQM (ADR) DEUTSCHE Mantener 46,00 » 55,00 20/11/2025"
estructurada,369,15,2025-11-20,SQM-ADR,adr,Jefferies,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"de Chile S.A. SQM (ADR) Jefferies Mantener 50,00 » 62,00 20/11/2025"
estructurada,369,7,2025-11-21,BSANTANDER,accion_local,HSBC,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER Grupo HSBC. Mantener 78,16 62,00 » 74,00 5.32% 21/11/2025"
no_interpretada,369,8,2025-11-21,CHILE,accion_local,HSBC,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE Grupo HSBC. Mantener 188,88 142,00 » 167,00 -11,58% 21/11/2025"
estructurada,368,22,2025-11-21,COPEC,accion_local,Goldman Sachs,Vender,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Empresas COPEC S.A. COPEC Goldman Sachs _Vender 6.126,00 6.060,00 » 6.060,00 -1,08% 21/11/2025"
estructurada,369,4,2025-11-21,RIPLEY,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Ripley Corp S.A. RIPLEY Credicorp Capital Mantener 383,99 475,00 » 475,00 23,70% 21/11/2025"
estructurada,368,18,2025-11-24,FALABELLA,accion_local,Goldman Sachs,Vender,-1.0,VENDER,VALIDADA_AUTOMATICA,,"SACL. Falabella FALABELLA Goldman Sachs __Vender 5.853,00 3.640,00 » 4.010,00 -31,49% 24/11/2025"
estructurada,368,19,2025-11-24,NORTEGRAN,accion_local,Jefferies,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Norte Grande S.A. NORTEGRAN Jefferies Comprar 14.67 9,00 » 11,30 -22,97% 24/11/2025"
estructurada,368,17,2025-11-24,VAPORES,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"ial ua Americana d® VapoRES Credicorp Capital Comprar 47.20 60,00 » 60,00 27.12% 24/11/2025"
no_interpretada,368,14,2025-11-25,FALABELLA,accion_local,Itaú,Superior al mercado,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"SACI. Falabella FALABELLA ITAU Super’ al 5.853,00 5.250,00 » 6.870,00 17,38% 25/11/2025"
no_interpretada,368,15,2025-11-25,SQM-B,accion_local,HSBC,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Sociedad Quimica y Minera soy. HSBC Comprar 66.050,00 45.700,00 » 66.360,00 0,47% 25/11/2025"
no_interpretada,368,12,2025-11-26,BSANTANDER,accion_local,Morgan Stanley,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Santander-Chile aon Morgan Stanley Igual al mercado 28,00 » 30,00 26/11/2025"
estructurada,368,9,2025-11-26,CENCOMALLS,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"CENCO MALLS CENCOMALLS — JPMorgan Neutral 2.24990 2.300,00 » 2.600,00 15,56% 26/11/2025"
no_interpretada,368,13,2025-11-26,CHILE,accion_local,Morgan Stanley,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE (ADR) Morgan Stanley Igual al mercado 33,00 » 36,00 26/11/2025"
estructurada,368,8,2025-11-26,MALLPLAZA,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"MallPlaza MALLPLAZA JPMorgan ‘Sobreponderar 3.905,00 2.800,00 » 3.600,00 7.81% 26/11/2025"
estructurada,368,10,2025-11-26,PARAUCO,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO JPMorgan Neutral 3.968,10 2.700,00 » 3.300,00 -16,84% 26/11/2025"
estructurada,368,11,2025-11-26,SMU,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"SMU SA. sMU Credicorp Capital Mantener 129,00 200,00 » 200,00 55,04% 26/11/2025"
no_interpretada,367,26,2025-11-27,CMPC,accion_local,Itaú,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. MPC ITAU Igual al mercado 1.074,00 1.900,00 » 1.410,00 31,28% 27/11/2025"
no_interpretada,367,25,2025-11-27,COPEC,accion_local,Itaú,Inferior al mercado,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Empresas COPEC S.A. COPEC ITAU Inferior al mercado 6.126,00 7.300,00 » 6.300,00 284% 27/11/2025"
estructurada,367,27,2025-11-27,LTM-ADR,adr,BTG Pactual,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines LTM (ADR) BTG Pactual Comprar 60,00 » 60,00 27/11/2025"
estructurada,367,22,2025-11-28,ANDINA-B,accion_local,BANCHILE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Embotelladora Andina S.A. ANDINA-B BANCHILE Comprar 4.747,00 4.400,00 » 4.400,00 731% 28/11/2025"
estructurada,367,23,2025-11-28,ENELCHILE,accion_local,BANCHILE,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Enel Chile S.A. ENELCHILE BANCHILE Mantener 82,00 71,00 » 71,00 -13,41% 28/11/2025"
estructurada,367,19,2025-11-28,LTM-ADR,adr,BTG Pactual,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines LTM (ADR) BTG Pactual Comprar 60,00 » 60,00 28/11/2025"
estructurada,367,24,2025-11-28,QUINENCO,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Quifienco S.A. QUINENCO Credicorp Capital © Mantener 4.280,00 4.350,00 » 4.350,00 164% 28/11/2025"
estructurada,367,21,2025-11-28,SQM-ADR,adr,Jefferies,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"de Chile S.A. SQM (ADR) Jefferies Mantener 62,00 » 62,00 28/11/2025"
estructurada,367,18,2025-12-01,COLBUN,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Colbin S.A. COLBUN JPMorgan Sobreponderar 135,60 172,00 » 175,00 29,06% 01/12/2025"
no_interpretada,367,8,2025-12-02,SQM-ADR,adr,Bank of America,Inferior al mercado,-1.0,VENDER,VALIDADA_AUTOMATICA,,"de Chile S.A. SQM (ADR) (BofA) Inferior al mercado 43,50 » 49,00 02/12/2025"
no_interpretada,367,6,2025-12-03,CCU,accion_local,Bank of America,Inferior al mercado,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Unidas SA. CCU (ADR) (BofA) Inferior al mercado 11,80 » 11,00 03/12/2025"
estructurada,366,19,2025-12-04,LTM,accion_local,Goldman Sachs,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines L™ Goldman Sachs Comprar 25,40 25,00 » 28,00 10,24% 04/12/2025"
estructurada,366,20,2025-12-04,LTM-ADR,adr,Goldman Sachs,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines LTM (ADR) Goldman Sachs Comprar 50,90 » 58,50 04/12/2025"
estructurada,366,16,2025-12-04,LTM-ADR,adr,Morgan Stanley,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines LTM (ADR) Morgan Stanley Sobreponderar 56,00 » 56,00 04/12/2025"
estructurada,366,13,2025-12-04,SQM-ADR,adr,Goldman Sachs,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"soceeaee SQM (ADR) Goldman Sachs Neutral 45,00 » 63,00 04/12/2025"
estructurada,366,6,2025-12-05,CENCOMALLS,accion_local,BANCHILE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"CENCO MALLS CENCOMALLS —BANCHILE Comprar 2.249,90 2.750,00 22,23% 05/12/2025"
estructurada,366,9,2025-12-05,COLBUN,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Colbin S.A. COLBUN Credicorp Capital Mantener 135,60 170,00 » 170,00 25.37% 05/12/2025"
estructurada,366,11,2025-12-05,ECL,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"ECLSA ECL Credicorp Capital Comprar 1.799,90 1.430,00 » 1.430,00 -20,55% 05/12/2025"
estructurada,366,10,2025-12-05,ENELCHILE,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Enel Chile S.A. ENELCHILE Credicorp Capital Comprar 82,00 83,00 » 83,00 1,22% 05/12/2025"
estructurada,365,20,2025-12-09,CAP,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cap SA. CAP JPMorgan Sobreponderar 6.390,00 6.250,00 » 7.400,00 15,81% 09/12/2025"
estructurada,366,5,2025-12-09,CENCOSUD,accion_local,Goldman Sachs,Vender,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOSUD Goldman Sachs Vender 2.005,00 2.520,00 25.69% 09/12/2025"
estructurada,365,22,2025-12-09,FALABELLA,accion_local,Goldman Sachs,Vender,-1.0,VENDER,VALIDADA_AUTOMATICA,,"SACI. Falabella FALABELLA Goldman Sachs Vender 5.853,00 5.810,00 -0,73% 09/12/2025"
